FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,City,State Abbreviation,Zip_Code,Date_Loan_Closing,Loan_Amount,Total_Development_Cost,Population_Obligation,Median_Household_Income_Obligation,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Construction_Type,Project_Type
2017,GREYSTONE SERVICING COMPANY LLC,"NEW CHADWICK APARTMENTS OF NC, LLC",CHADWICK APARTMENTS,216 NORTH OAKLAND AVENUE,216 NORTH OAKLAND AVEN,NC,272880000,2018-03-22T05:00:00Z,1856000,4012086,15527,52300,8,36,505,625,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW CHARLESTON LLC,CHARLESTON APARTMENTS,160 EAST RIDGE DR,BRYSON CITY,NC,287130000,2012-07-18T05:00:00Z,771000,2463064,1353,51900,32,0,475,0,REHAB/REPAIR,SENIOR
2017,GREYSTONE SERVICING COMPANY LLC,"NEW COLONIAL LODGE APARTMENTS OF NC, LLC",COLONIAL LODGE,144 MAIN STREET,WARRENTON,NC,275890000,2018-03-22T05:00:00Z,1229000,3221929,862,45800,32,0,632,0,REHAB/REPAIR,SENIOR
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW COTTONWOOD APARTMENTS OF SC LLC,COTTONWOOD APARTMENTS,61 COTTONWOOD CIRCLE,WILLISTON,SC,298530000,2014-12-10T06:00:00Z,452000,1182226,3139,46000,8,16,509,578,REHAB/REPAIR,FAMILY
2021,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW COUNTRY GROVE, LLC",COUNTRY GROVE,986 PLAZA TRACE,MONROE,GA,306550000,2022-01-27T06:00:00Z,1679000,7036828,13234,32510,16,32,581,662,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW COUNTRY RIDGE APARTMENTS,COUNTRY RIDGE APARTMENTS,100 PINE MANOR CR,WALHALLA,SC,296910000,2014-12-10T06:00:00Z,530000,1538138,4263,47000,0,32,0,499,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW DEVONSHIRE APARTMENTS, LLC",DEVONSHIRE APARTMENTS,715 N FARR AVENUE,ANDREWS,SC,295100000,2017-07-27T05:00:00Z,971000,2842716,2861,53200,8,24,525,610,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,"NEW DRY RIDGE APARTMENTS, LLC",DRY RIDGE APARTMENTS,21 CLINTON ST.,WEAVERVILLE,NC,287870000,2012-07-17T05:00:00Z,964000,1752346,3099,58400,0,24,0,572,REHAB/REPAIR,FAMILY
2022,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW EAST ORCHARD ELDERLY, LLC",EAST ORCHARD ELDERLY,750 NANCY DRIVE,HARTWELL,GA,306430000,2022-01-27T06:00:00Z,1131000,3364644,4469,33255,24,0,495,0,REHAB/REPAIR,SENIOR
2017,GREYSTONE SERVICING COMPANY LLC,"NEW EVANS KNOLL APARTMENTS, LLC",EVANS KNOLL APARTMENTS,701 WEST MOULTRIE STREET,WINNSBORO,SC,292230000,2017-07-27T05:00:00Z,1034000,2919858,3550,64100,12,24,465,500,REHAB/REPAIR,FAMILY
2009,"LUMENT REAL ESTATE CAPITAL, LLC","NEW FOREST PARK, LTD",FOREST PARK APTS,1140 SANLOR AVE,WEST MILTON,OH,453831111,2009-12-16T06:00:00Z,1629500,6089291,4645,45847,4,36,518,614,REHAB/REPAIR,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW FOUNTAIN ARMS APARTMENTS OF SC, LLC",FOUNTAIN ARMS APARTMENTS,111 OLD FAIRVIEW ROAD,FOUNTAIN INN,SC,296440000,2020-04-28T05:00:00Z,275000,4593594,7799,86850,20,30,525,560,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW FOXCREEK APARTMENTS, LLC",FOXCREEK APARTMENTS,260 RAVENELL DRIVE,ST. STEPHEN,SC,294790000,2017-07-27T05:00:00Z,2000000,3382932,1697,68200,8,24,719,784,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW HOMESTEAD APARTMENTS LLC,HOMESTEAD APARTMENTS,315 AIKEN RD,ASHEVILLE,NC,288040000,2012-07-17T05:00:00Z,1436000,2528035,76636,58400,12,16,585,640,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW HUNTERS RUN APARTMENTS LLC,HUNTERS RUN APARTMENTS,19 HUNTER ST,BURNSVILLE,NC,287140000,2012-07-17T05:00:00Z,753000,2929993,1668,42000,44,0,498,0,REHAB/REPAIR,SENIOR
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW KNOLWOOD APARTMENTS, LLC",KNOLWOOD I & II APARTMENTS,265 KNOLWOOD APTS. DRIVE,LANCASTER,SC,297200000,2017-07-27T05:00:00Z,1606000,6215858,8526,50000,36,52,460,490,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW LAURELWOOD APARTMENTS LLC,LAURELWOOD APARTMENTS,16A LAURELWOOD COURT,WINNSBORO,SC,291800000,2014-12-10T06:00:00Z,1521000,3256547,3550,64500,64,0,541,0,REHAB/REPAIR,SENIOR
2011,CHURCHILL MORTGAGE INVESTMENT LLC,NEW LEGACY APARTMENTS LLC,NEW LEGACY APARTMENTS,204 LEGACY WAY,CONWAY,SC,295260000,2012-12-27T06:00:00Z,2850000,9748150,11788,36470,0,42,0,489,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW LOGAN LANE APARTMENTS LLC,LOGAN LANE APARTMENTS,205 S. LOGAN LN,RIDGELAND,SC,299360000,2014-12-10T06:00:00Z,396000,1653106,4036,45800,6,26,415,500,REHAB/REPAIR,FAMILY
2017,GREYSTONE SERVICING COMPANY LLC,"NEW LUMBERWOOD APARTMENTS, LLC",LUMBERWOOD APARTMENTS,2651 GAVINTOWN ROAD,LUMBERTON,NC,283580000,2018-03-22T05:00:00Z,906000,3806854,21542,38900,16,32,423,490,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW MARION MANOR APARTMENTS LLC,MARION MANOR APARTMENTS,131 HOTEL ST.,ST. STEVENS,SC,294790000,2014-12-10T06:00:00Z,805000,1465469,1697,63000,28,0,537,0,REHAB/REPAIR,SENIOR
2012,GREYSTONE SERVICING COMPANY LLC,NEW MASHBURN GAP APARTMENTS LLC,MASHBURN GAP APARTMENTS,1140 N. MAIN ST.,MARSHALL,NC,287530000,2012-07-17T05:00:00Z,1019000,2932603,828,58400,32,2,607,650,REHAB/REPAIR,SENIOR
2017,GREYSTONE SERVICING COMPANY LLC,NEW MILL TREE APARTMENTS LLC,MILL TREE APARTMENTS,508 WEST MAIN STREET,MARSHVILLE,NC,281030000,2018-03-22T05:00:00Z,1257000,2514676,2402,67000,8,16,693,733,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW MITCHELL HOUSE APARTMENTS LLC,MITCHELL HOUSE APARTMENTS,1 RICHMOND RD,BAKERSVILLE,NC,287050000,2012-07-17T05:00:00Z,342000,2038346,343,45300,20,2,488,564,REHAB/REPAIR,SENIOR
2020,"LUMENT REAL ESTATE CAPITAL, LLC","NEW NELSONVILLE HOMES, LTD",NELSONVILLE HOMES,900 EAST CANAL STREET,NELSONVILLE,OH,457640000,2019-11-19T06:00:00Z,1274500,5342663,5292,26139,32,8,798,881,REHAB/REPAIR,SENIOR
2008,CHURCHILL MORTGAGE INVESTMENT LLC,NEW NORTH OAKS APARTMENTS LLC,NORTH OAKS APARTMENTS,2501 OAK STREET EXTENSION,CONWAY,SC,295260000,2010-03-01T06:00:00Z,1000000,3371837,14056,50400,12,32,410,470,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,NEW OAKLAND PLANTATION APARTMENTS LLC,OAKLAND PLANTATION APARTMENTS,5501 EDGE HILL ROAD,SUMTER,SC,291540000,2017-07-27T05:00:00Z,1936000,4062522,40524,51300,8,56,495,515,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW PARK AVE PLACE APARTMENTS LLC,PARK AVE PLACE APARTMENTS,400 WEST PARK AVE,MOORESVILLE,NC,281150000,2012-07-17T05:00:00Z,1164000,2663367,22133,61800,8,24,530,595,REHAB/REPAIR,FAMILY
2017,GREYSTONE SERVICING COMPANY LLC,"NEW PECAN GROVE APARTMENTS OF SC, LLC",PECAN GROVE APARTMENTS,71 CARWELLYN ROAD,ABBEVILLE,SC,296200000,2017-07-27T05:00:00Z,874000,2542001,5237,48500,8,24,415,483,REHAB/REPAIR,FAMILY
2017,GREYSTONE SERVICING COMPANY LLC,"NEW PINEGATE APARTMENTS OF NC, LLC",PINEGATE APARTMENTS,26 PARKWOOD DRIVE,AHOSKIE,NC,279100000,2018-03-22T05:00:00Z,1622000,4543452,5039,42800,17,33,475,500,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW PINERIDGE APARTMENTS OF SC LLC,PINERIDGE APARTMENTS,125 PINE STREET,PROSPERITY,SC,291270000,2014-12-10T06:00:00Z,350000,1093141,1180,52500,8,16,525,600,REHAB/REPAIR,FAMILY
2008,CHURCHILL MORTGAGE INVESTMENT LLC,NEW POPLAR CREEK APARTMENTS LLC,POPLAR CREEK APARTMENTS,259 N. MAIN STREET,INMAN,SC,293490000,2010-03-01T06:00:00Z,695000,2373592,1935,54000,4,26,445,490,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW RAMBLEWOOD APARTMENTS, LLC",RAMBLEWOOD APARTMENTS,131 PINEWOOD DRIVE,BATESBURG-LEESVILLE,SC,290060000,2017-07-27T05:00:00Z,2269000,3848070,5362,64100,8,48,613,678,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW RIVERWINDS APARTMENTS LLC,RIVERWINDS APARTMENTS,1324 OLD RIVER ROAD,CAMDEN,SC,290200000,2014-12-10T06:00:00Z,1198000,2129839,6838,56800,16,32,527,601,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW RO-WELL APARTMENTS LLC,RO-WELL APARTMENTS,923 CHINA GROVE ROAD,ROCKWELL,NC,281380000,2012-07-17T05:00:00Z,1212000,3014340,2018,57000,16,20,510,575,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW SCARLETT OAKS LLC,SCARLETT OAKS APARTMENTS,200 OLD CHAPIN ROAD,LEXINGTON,SC,290720000,2014-12-10T06:00:00Z,673000,2132983,17870,60400,40,0,560,0,REHAB/REPAIR,SENIOR
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW SHADY MOSS APARTMENTS, LLC",SHADY MOSS TOWNHOUSES,1705 SHADY MOSS COURT,CONWAY,SC,295270000,2017-07-27T05:00:00Z,644000,3622849,17103,50900,12,34,479,530,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW SPARKLEBERRY HILL APARTMENTS, LLC",SPARKLEBERRY HILL APARTMENTS,100 CHALICE LANE,COLUMBIA,SC,292290000,2017-07-27T05:00:00Z,1523000,4113706,35000,64100,8,56,500,535,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW STONEGATE APARTMENTS LLC,STONEGATE APARTMENTS,700 STONEGATE DRIVE,CLOVER,SC,297100000,2014-12-10T06:00:00Z,1218000,2177078,5094,68500,12,32,550,570,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW SWEETWATER APARTMENTS LLC,SWEETWATER APARTMENTS,301 MOOSE BRANCH ROAD,ROBBINSVILLE,NC,287710000,2012-07-17T05:00:00Z,345000,2366896,718,34400,28,4,460,510,REHAB/REPAIR,SENIOR
2017,GREYSTONE SERVICING COMPANY LLC,"NEW TALL PINES APARTMENTS, LLC",TALL PINES APARTMENTS,900 RIDGE DRIVE,HAMLET,NC,283450000,2018-03-22T05:00:00Z,1173000,3765021,6495,41400,16,32,430,485,REHAB/REPAIR,FAMILY
2017,GREYSTONE SERVICING COMPANY LLC,"NEW TALLWOOD APARTMENTS, LLC",TALLWOOD I & II APARTMENTS,113 TALLWOOD DRIVE,CLINTON,SC,293250000,2017-07-27T05:00:00Z,591000,2012520,8490,44500,36,4,460,500,REHAB/REPAIR,SENIOR
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW THREE OAKS APARTMENTS LLC,THREE OAKS APARTMENTS,200 THREE OAKS RD,COWPENS,SC,293300000,2014-12-10T06:00:00Z,1321000,2656800,2162,56900,6,38,545,575,REHAB/REPAIR,FAMILY
2008,CHURCHILL MORTGAGE INVESTMENT LLC,NEW TOWN AND COUNTRY APARTMENTS LLC,TOWN AND COUNTRY APARTMENTS,301 ROBERTS STREET,LEXINGTON,SC,290720000,2010-03-01T06:00:00Z,1075000,3325410,14110,59200,12,33,440,485,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW ULCO BLUFFS LLC,ULCO BLUFFS APARTMENTS,55 ULCO BLUFFS DRIVE,FRANKLIN,NC,287340000,2012-07-17T05:00:00Z,1028000,2772380,3963,50300,8,24,430,514,REHAB/REPAIR,FAMILY
2010,BELLWETHER ENTERPRISE REAL ESTATE,NEW UNITY TERRACE I LIMITED PARTNERSHIP,UNITY TERRACE APARTMENTS,480 LEONARD AVENUE,FAIRMONT,WV,265540000,2010-08-01T05:00:00Z,1930000,6947982,19097,48400,25,50,515,604,NEW CONSTRUCTION,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW WATER OAK APARTMENTS, LLC",WATER OAK APARTMENTS,303 EAST ELIZABETH STREET,JEFFERSON,SC,297180000,2017-07-27T05:00:00Z,1832000,3040510,753,42100,12,20,623,708,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW WEST PINES APARTMENTS, LLC",WEST PINES,113 CLYDE AVENUE,CHERAW,SC,295200000,2017-07-27T05:00:00Z,663000,2945744,5851,42100,8,32,412,442,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,NEW WESTCHASE APARTMENTS LLC,WESTCHASE APARTMENTS,590 PHILLIPS ST.,CLINTON,SC,293250000,2014-12-10T06:00:00Z,2155000,3834923,8490,49300,8,33,440,565,REHAB/REPAIR,FAMILY
2012,GREYSTONE SERVICING COMPANY LLC,NEW WESTWIND APARTMENTS LLC,WESTWIND APARTMENTS,353 KENT STREET,ANDREWS,NC,289010000,2012-07-17T05:00:00Z,997000,3422038,1611,46700,20,16,425,505,REHAB/REPAIR,FAMILY
2016,MERCHANTS CAPITAL CORP.,NEW WINFIELD APARTMENTS LLC,WINFIELD APARTMENTS,138 JUDGE STREET,HARLEYVILLE,SC,294480000,2016-02-19T06:00:00Z,350000,3359262,691,62900,12,22,550,625,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"NEW WOODSIDE APARTMENTS, LLC",WOODSIDE APARTMENTS,210 ROLAND STREET,BISHOPVILLE,SC,290100000,2017-07-27T05:00:00Z,2350000,3457584,5851,37900,24,16,685,775,REHAB/REPAIR,FAMILY
2017,GREYSTONE SERVICING COMPANY LLC,"NEW YORKTOWN APARTMENTS, LLC",YORKTOWN APARTMENTS,111 QUINN ROAD,CLOVER,SC,297100000,2017-07-27T05:00:00Z,1117000,3056387,5094,67000,10,30,460,500,REHAB/REPAIR,FAMILY
2018,WEST VIRGINIA HOUSING DEVELOPMENT FUND,NEWBERRY APARTMENTS L.P.,NEWBERRY APARTMENTS,271 SOUTH CAMPUS VIEW DRIVE,PARKERSBURG,WV,261050000,2020-05-07T05:00:00Z,662000,5506462,30601,57000,0,32,0,567,NEW CONSTRUCTION,SENIOR
2018,WEST VIRGINIA HOUSING DEVELOPMENT FUND,NEWBERRY APARTMENTS L.P.,NEWBERRY APARTMENTS,271 SOUTH CAMPUS VIEW DRIVE,PARKERSBURG,WV,261050000,2020-05-07T05:00:00Z,263000,5506462,30601,57000,0,32,0,567,NEW CONSTRUCTION,SENIOR
2008,MERCHANTS CAPITAL CORP.,NEWBURY POINTE L.P.,NEWBURY POINTE APARTMENTS,501 HAMMOND LOOP,EDINBURGH,IN,461240000,2009-01-01T06:00:00Z,735000,3577185,4505,32170,0,31,0,440,NEW CONSTRUCTION,SENIOR
2020,CHURCHILL MORTGAGE INVESTMENT LLC,NEWPORT VILLAGE OWNER LLC,NEWPORT VILLAGE APARTMENTS,421 APPLACHIAN WAY,NEWPORT,TN,378210000,2019-12-19T06:00:00Z,1145000,3926480,6945,43100,40,0,580,0,REHAB/REPAIR,SENIOR
2016,"BONNEVILLE MORTGAGE COMPANY, LLC",NEWTON TOWN CENTRE URBAN RENEWAL ASSOC.,NEWTON TOWN CENTER,5 UNION PLACE,NEWTON,NJ,78600000,2018-12-19T06:00:00Z,2199943,15646940,7997,89700,62,3,675,1150,NEW CONSTRUCTION,SENIOR
2008,"LUMENT REAL ESTATE CAPITAL, LLC",NEWTON TOWNSHIP SENIOR HOUSING LP,NEWTON SENIOR APARTMENTS,"100 JUSTICE DR., SW",NEWTON FALLS,OH,444810000,2011-03-08T06:00:00Z,704100,5735371,5002,32827,8,32,344,460,NEW CONSTRUCTION,OTHER
2005,"PNC BANK, N.A.","NORTH BEND APARTMENTS, LLC",NORTH BEND APARTMENTS,158 MYKAYLA LANE,HARRISVILLE,WV,263620000,2006-01-18T06:00:00Z,960844,3594077,1842,28750,6,24,375,450,NEW CONSTRUCTION,FAMILY
2010,"BONNEVILLE MORTGAGE COMPANY, LLC","NORTH CENTRAL HEIGHTS II, LLC",NORTH CENTRAL HEIGHTS PHASE II,CENTRAL AVE. & PALMETTO AVE.,AVON PARK,FL,338250000,2010-07-01T05:00:00Z,588000,5512175,8542,30160,0,0,0,0,NEW CONSTRUCTION,FAMILY
2010,"BONNEVILLE MORTGAGE COMPANY, LLC",NORTH CENTRAL HEIGHTS LLC,NORTH CENTRAL HEIGHTS,SW CORNER OF W. PALMETTO STREET,AVON PARK,FL,338260000,2010-07-01T05:00:00Z,650000,7152721,8542,30160,0,0,0,0,NEW CONSTRUCTION,FAMILY
2014,"BONNEVILLE MORTGAGE COMPANY, LLC","NORTH EAST APARTMENTS, LLC",THE WILLOWS AT NORTH EAST,1000 MARESCA CIRCLE,NORTH EAST,MD,219010000,2015-01-05T06:00:00Z,2715676,14189658,3572,66025,24,36,487,640,NEW CONSTRUCTION,FAMILY
2014,"BONNEVILLE MORTGAGE COMPANY, LLC","NORTH LEE AVENUE ASSOCIATES, LP",GARDEN APARTMENTS,40 N. LEE STREET,OAKDALE,CA,953610000,2014-06-30T05:00:00Z,711380,4919307,15503,40101,32,10,343,412,REHAB/REPAIR,SENIOR
2020,"BONNEVILLE MORTGAGE COMPANY, LLC",NORTH SPENCER SENIORS LLC,NORTH SPENCER SENIOR,TBD,POST FALLS,ID,838540000,2022-09-21T05:00:00Z,884747,11965000,27574,64600,11,61,541,660,NEW CONSTRUCTION,SENIOR
2019,"BONNEVILLE MORTGAGE COMPANY, LLC",NORTH SPENCER SENIORS LLC,NORTH SPENCER SENIOR,TBD,POST FALLS,ID,838540000,2022-09-21T05:00:00Z,1790253,11965000,27574,64600,11,61,541,660,NEW CONSTRUCTION,SENIOR
2007,"PNC BANK, N.A.",NORTHSIDE COURT LTD. PTN.,NORTHSIDE COURTS,140 8TH AVENUE EAST,JEROME,ID,833380000,2007-11-14T06:00:00Z,776570,2834216,7780,30074,20,24,423,508,REHAB/REPAIR,FAMILY
2021,"BONNEVILLE MORTGAGE COMPANY, LLC","NORTHWEST DEPOT SQUARE, LLC",DEPOT SQUARE,107 WEST LITTLE STREET,DRIGGS,ID,834220000,2024-03-28T05:00:00Z,1000000,10260000,1805,61771,12,19,485,635,NEW CONSTRUCTION,FAMILY
2017,"BONNEVILLE MORTGAGE COMPANY, LLC","NORTHWEST PASSAGE APARTMENTS, L.P.",NORTHWEST PASSAGE APARTMENTS,440 N. MAIN ST.,DONNELLY,ID,836150000,2018-12-13T06:00:00Z,1242000,8132117,152,60100,10,19,535,627,NEW CONSTRUCTION,FAMILY
2008,"ALERUS FINANCIAL, N.A.",NORTHWOOD VILLAGE LP,NORTHWOOD VILLAGE,303 WASHINGTON AVE.,NORTHWOOD,ND,582670000,2009-01-23T06:00:00Z,409000,2249490,959,57500,4,9,350,425,NEW CONSTRUCTION,FAMILY
2017,"BONNEVILLE MORTGAGE COMPANY, LLC","NOTTINGSHIRE CALDWELL APARTMENTS, LLC",NOTTINGSHIRE APARTMENTS,2804 S. GEORGIA AVENUE,CALDWELL,ID,836050000,2018-03-06T06:00:00Z,800000,5770417,46237,62400,11,27,675,744,REHAB/REPAIR,FAMILY
2007,"BONNEVILLE MORTGAGE COMPANY, LLC",NUESTRA SENORA L.P.,NUESTRA SENORA,5420 E CALLE CERRITOS,GUADALUPE,AZ,852830000,2007-12-19T06:00:00Z,1500000,10494451,5228,30089,8,32,519,610,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","OAKDALE APARTMENTS, LP",OAKDALE APARTMENTS,30 N. LEE AVENUE,OAKDALE,CA,953610000,2017-08-03T05:00:00Z,923807,5380261,20675,49297,16,23,630,756,REHAB/REPAIR,FAMILY
2011,"BONNEVILLE MORTGAGE COMPANY, LLC","OAKDALE HERITAGE OAK SENIORS, LP",HERITAGE OAK SENIOR APARTMENTS,730 OLD STOCKTON ROAD,OAKDALE,CA,953610000,2013-11-22T06:00:00Z,1200000,10665361,15503,40101,40,10,446,804,NEW CONSTRUCTION,SENIOR
2014,CHURCHILL MORTGAGE INVESTMENT LLC,"OAKMONT FAMILY HOUSING, LP",OAKMONT ESTATES II,407 NW 2ND ST,ANTLERS,OK,745230000,2016-01-15T06:00:00Z,448500,2894551,2362,38400,6,16,440,480,REHAB/REPAIR,FAMILY
2014,CHURCHILL MORTGAGE INVESTMENT LLC,"OAKMONT FAMILY HOUSING, LP",OAKMONT ESTATES I,200 OAKVIEW DRIVE,TISHOMINGO,OK,734600000,2016-01-15T06:00:00Z,350000,2345792,3024,40100,12,12,525,600,REHAB/REPAIR,FAMILY
2008,LYONS FEDERAL BANK,OAKVIEW TOWNHOMES LLC,OAKVIEW TOWNHOMES,408 SOUTH MAIN STREET,GREENSBURG,KS,670540000,2009-01-07T06:00:00Z,1096000,1896000,1574,49500,0,8,0,631,NEW CONSTRUCTION,FAMILY
2017,"LUMENT REAL ESTATE CAPITAL, LLC",ODD FELLOW HOUSING ASSOCIATES LP,SKYLINE APARTMENTS,1204 W. NORFOLK AVENUE,NORFOLK,NE,687010000,2019-10-08T05:00:00Z,3123000,14792916,24348,46250,92,0,652.34,0,REHAB/REPAIR,MIXED
2022,"BONNEVILLE MORTGAGE COMPANY, LLC",OIKOS DEVELOPMENT CORPORATION,WESTRIDGE APARTMENTS,1000 W. LINCOLN AVE.,LAKIN,KS,678600000,2022-09-15T05:00:00Z,1032452,1475438,1780,43919,3,12,660,788,REHAB/REPAIR,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,"OKEMAH 1320, LLC",OKEMAH VILLAGE,1320 W. GIRARD ST,OKEMAH,OK,748590000,2020-10-14T05:00:00Z,830000,2825494,3175,30432,0,24,0,674,REHAB/REPAIR,FAMILY
2019,CHURCHILL MORTGAGE INVESTMENT LLC,OKLAWAHA VILLAGE LIMITED PARTNERSHIP,OKLAWAHA VILLAGE,17 PERKINS PLACE,HENDERSONVILLE,NC,287920000,2019-07-23T05:00:00Z,3015092,12216504,13137,35894,18,36,494,571,NEW CONSTRUCTION,FAMILY
2018,BELLWETHER ENTERPRISE REAL ESTATE,"OPG WOLFFORTH PARTNERS, LLC",THE RESIDENCE AT WOLFFORTH,111 TX LOOP 193,WOLFFORTH,TX,793820000,2018-06-22T05:00:00Z,1890000,8539730,3670,57182,39,10,586,701,NEW CONSTRUCTION,SENIOR
2016,"LUMENT REAL ESTATE CAPITAL, LLC","ORANGE CITY FLATS, L.P.",ORANGE CITY FLATS,5852 ENTERPRISE ROAD,ORANGE CITY,FL,327630000,2016-10-31T05:00:00Z,2500000,10580992,58742,44981,74,22,699,885,REHAB/REPAIR,SENIOR
2016,BELLWETHER ENTERPRISE REAL ESTATE,"ORCHARD ESTATES, LP.",ORCHARD ESTATES APARTMENTS,STEWART ROAD,ALTON,TX,785730000,2016-12-09T06:00:00Z,4250000,16775769,12746,38800,63,49,439,718,NEW CONSTRUCTION,FAMILY
2008,BELLWETHER ENTERPRISE REAL ESTATE,"ORCHARD GLEN, LLC",ORCHARD GLEN,1304 GRACE LANE,ORRVILLE,OH,446670000,2008-12-29T06:00:00Z,1500000,6835293,8551,36500,0,0,0,0,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","ORCHARD VILLAGE 188, LP",ORCHARD VILLAGE APARTMENTS,1555 SOUTH AVENUE,ORANGE COVE,CA,936460000,2016-12-05T06:00:00Z,4481240,21250105,9078,45563,24,88,260,304,REHAB/REPAIR,FAMILY
2003,USDA RURAL DEVELOPMENT,ORGULLO DEL SOL LLC,ORGULLO DEL SOL APARTMENTS,879 E. COUNTY 22ND ST,SAN LUIS,AZ,853490000,2004-08-13T05:00:00Z,"15,414,817.07",16618046,15322,22368,20,40,462,586,NEW CONSTRUCTION,FAMILY
2009,"BONNEVILLE MORTGAGE COMPANY, LLC","ORLAND PACIFIC ASSOCIATES, A CA LP",PAIGEWOOD VILLAGE,745 PAIGEWOOD DRIVE,ORLAND,CA,959630000,2012-05-15T05:00:00Z,1000000,18772206,6281,27973,0,24,0,363,NEW CONSTRUCTION,FAMILY
2004,"PNC BANK, N.A.",OVERLOOK POINT LP,OVERLOOK POINTE,1112 BLACKSHEAR RD,CORDELE,GA,310100000,2005-02-08T06:00:00Z,547000,4690000,11608,26928,28,28,320,350,NEW CONSTRUCTION,SENIOR
2006,"PNC BANK, N.A.",PAINT LANDING LLC,PAINT LANDING,100 ROBINSON ROAD,PAINTSVILLE,KY,412570000,2006-10-27T05:00:00Z,600000,2719288,4172,24911,8,12,378,428,NEW CONSTRUCTION,FAMILY
2006,"PNC BANK, N.A.",PAINT LICK STATION LLC,PAINT LICK STATION,100 ROBINSON ROAD,PAINTSVILLE,KY,412570000,2006-10-27T05:00:00Z,600000,2719288,4132,24911,0,8,0,378,NEW CONSTRUCTION,FAMILY
2014,"BONNEVILLE MORTGAGE COMPANY, LLC",PALMER VILLAS LIMITED PARTNERSHIP,PALMER VILLAS,PALMER AVENUE,HURON,CA,932340000,2016-09-23T05:00:00Z,680000,5814745,6754,48700,21,4,281,369,NEW CONSTRUCTION,SENIOR
2010,"BONNEVILLE MORTGAGE COMPANY, LLC","PALMETTO PROPERTIES, LTD.",PALMETTO VILLAS,2407 13TH AVE DR. EAST,PALMETTO,FL,342212608,2011-07-22T05:00:00Z,1120000,2669744,12571,38673,0,24,0,650,REHAB/REPAIR,FAMILY
2016,MERCHANTS CAPITAL CORP.,PANORAMIC I LLC,PANORAMIC I APARTMENTS,300 MEADOW LANE,LIBERTY,IN,473530000,2016-09-27T05:00:00Z,845000,1696619,2068,34079,0,32,0,695,REHAB/REPAIR,FAMILY
